"path","kind","component","proposed_dest","reason","path_style","ambiguous","reads","writes","includes_images","functions_defined","git_status","size_bytes","moved_phase2"
"Exploring CV/tunea2_10_r500.rds","result","cv","results/cv/basic_dgp/tunea2_10_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",420005,TRUE
"Exploring CV/tunea2_11_r500.rds","result","cv","results/cv/basic_dgp/tunea2_11_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",417845,TRUE
"Exploring CV/tunea2_12_r500.rds","result","cv","results/cv/basic_dgp/tunea2_12_r500.rds","family tunea2: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",417807,TRUE
"Exploring CV/tunea3_01_r500.rds","result","cv","results/cv/basic_dgp/tunea3_01_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",413943,TRUE
"Exploring CV/tunea3_02_r500.rds","result","cv","results/cv/basic_dgp/tunea3_02_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",415582,TRUE
"Exploring CV/tunea3_03_r500.rds","result","cv","results/cv/basic_dgp/tunea3_03_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416179,TRUE
"Exploring CV/tunea3_04_r500.rds","result","cv","results/cv/basic_dgp/tunea3_04_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",415316,TRUE
"Exploring CV/tunea3_05_r500.rds","result","cv","results/cv/basic_dgp/tunea3_05_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",418735,TRUE
"Exploring CV/tunea3_06_r500.rds","result","cv","results/cv/basic_dgp/tunea3_06_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",417853,TRUE
"Exploring CV/tunea3_07_r500.rds","result","cv","results/cv/basic_dgp/tunea3_07_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416877,TRUE
"Exploring CV/tunea3_08_r500.rds","result","cv","results/cv/basic_dgp/tunea3_08_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",415296,TRUE
"Exploring CV/tunea3_09_r500.rds","result","cv","results/cv/basic_dgp/tunea3_09_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419861,TRUE
"Exploring CV/tunea3_10_r500.rds","result","cv","results/cv/basic_dgp/tunea3_10_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419240,TRUE
"Exploring CV/tunea3_11_r500.rds","result","cv","results/cv/basic_dgp/tunea3_11_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",417922,TRUE
"Exploring CV/tunea3_12_r500.rds","result","cv","results/cv/basic_dgp/tunea3_12_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416374,TRUE
"Exploring CV/tunea3_13_r500.rds","result","cv","results/cv/basic_dgp/tunea3_13_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",419355,TRUE
"Exploring CV/tunea3_14_r500.rds","result","cv","results/cv/basic_dgp/tunea3_14_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",418631,TRUE
"Exploring CV/tunea3_15_r500.rds","result","cv","results/cv/basic_dgp/tunea3_15_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",415249,TRUE
"Exploring CV/tunea3_16_r500.rds","result","cv","results/cv/basic_dgp/tunea3_16_r500.rds","family tunea3: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",416763,TRUE
"Exploring CV/tunea4_01_r200.rds","result","cv","results/cv/basic_dgp/tunea4_01_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",322898,TRUE
"Exploring CV/tunea4_02_r200.rds","result","cv","results/cv/basic_dgp/tunea4_02_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",321456,TRUE
"Exploring CV/tunea4_03_r200.rds","result","cv","results/cv/basic_dgp/tunea4_03_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",318120,TRUE
"Exploring CV/tunea4_04_r200.rds","result","cv","results/cv/basic_dgp/tunea4_04_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",316724,TRUE
"Exploring CV/tunea4_05_r200.rds","result","cv","results/cv/basic_dgp/tunea4_05_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",323228,TRUE
"Exploring CV/tunea4_06_r200.rds","result","cv","results/cv/basic_dgp/tunea4_06_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",317712,TRUE
"Exploring CV/tunea4_07_r200.rds","result","cv","results/cv/basic_dgp/tunea4_07_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",312735,TRUE
"Exploring CV/tunea4_08_r200.rds","result","cv","results/cv/basic_dgp/tunea4_08_r200.rds","family tunea4: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",282214,TRUE
"Exploring CV/tunen2_01_r500.rds","result","cv","results/cv/basic_dgp/tunen2_01_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",507642,TRUE
"Exploring CV/tunen2_02_r500.rds","result","cv","results/cv/basic_dgp/tunen2_02_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",460466,TRUE
"Exploring CV/tunen2_03_r500.rds","result","cv","results/cv/basic_dgp/tunen2_03_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",349675,TRUE
"Exploring CV/tunen2_04_r500.rds","result","cv","results/cv/basic_dgp/tunen2_04_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",316298,TRUE
"Exploring CV/tunen2_05_r500.rds","result","cv","results/cv/basic_dgp/tunen2_05_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",790323,TRUE
"Exploring CV/tunen2_06_r500.rds","result","cv","results/cv/basic_dgp/tunen2_06_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",584746,TRUE
"Exploring CV/tunen2_07_r500.rds","result","cv","results/cv/basic_dgp/tunen2_07_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",449597,TRUE
"Exploring CV/tunen2_08_r500.rds","result","cv","results/cv/basic_dgp/tunen2_08_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",360185,TRUE
"Exploring CV/tunen2_09_r500.rds","result","cv","results/cv/basic_dgp/tunen2_09_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",1197978,TRUE
"Exploring CV/tunen2_10_r500.rds","result","cv","results/cv/basic_dgp/tunen2_10_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",1180132,TRUE
"Exploring CV/tunen2_11_r500.rds","result","cv","results/cv/basic_dgp/tunen2_11_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",625292,TRUE
"Exploring CV/tunen2_12_r500.rds","result","cv","results/cv/basic_dgp/tunen2_12_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",478598,TRUE
"Exploring CV/tunen2_13_r500.rds","result","cv","results/cv/basic_dgp/tunen2_13_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",1208409,TRUE
"Exploring CV/tunen2_14_r500.rds","result","cv","results/cv/basic_dgp/tunen2_14_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",1227691,TRUE
"Exploring CV/tunen2_15_r500.rds","result","cv","results/cv/basic_dgp/tunen2_15_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",874316,TRUE
"Exploring CV/tunen2_16_r500.rds","result","cv","results/cv/basic_dgp/tunen2_16_r500.rds","family tunen2: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",567295,TRUE
"Exploring CV/tunep_grid_r5.png","output","cv","output/cv/basic_dgp/figures/tunep_grid_r5.png","written by the family's run block (png() in balnet_mini_experiment*.R / Extension_CV run script); included by cv_summary.Rmd","none",FALSE,"","","","","tracked, clean",295153,TRUE
"Exploring CV/tunep01_r5.rds","result","cv","archive/exploring_cv/tunep01_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3008,TRUE
"Exploring CV/tunep02_r5.rds","result","cv","archive/exploring_cv/tunep02_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2691,TRUE
"Exploring CV/tunep03_r5.rds","result","cv","archive/exploring_cv/tunep03_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2357,TRUE
"Exploring CV/tunep04_r5.rds","result","cv","archive/exploring_cv/tunep04_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",3110,TRUE
"Exploring CV/tunep05_r5.rds","result","cv","archive/exploring_cv/tunep05_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2784,TRUE
"Exploring CV/tunep06_r5.rds","result","cv","archive/exploring_cv/tunep06_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2373,TRUE
"Exploring CV/tunep07_r5.rds","result","cv","archive/exploring_cv/tunep07_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2779,TRUE
"Exploring CV/tunep08_r5.rds","result","cv","archive/exploring_cv/tunep08_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2601,TRUE
"Exploring CV/tunep09_r5.rds","result","cv","archive/exploring_cv/tunep09_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2197,TRUE
"Exploring CV/tunep10_r5.rds","result","cv","archive/exploring_cv/tunep10_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2696,TRUE
"Exploring CV/tunep11_r5.rds","result","cv","archive/exploring_cv/tunep11_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2598,TRUE
"Exploring CV/tunep12_r5.rds","result","cv","archive/exploring_cv/tunep12_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2263,TRUE
"Exploring CV/tunep13_r5.rds","result","cv","archive/exploring_cv/tunep13_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2505,TRUE
"Exploring CV/tunep14_r5.rds","result","cv","archive/exploring_cv/tunep14_r5.rds","5-rep smoke run; excluded by prep_cv_summary.R (n_ok >= 200 filter)","none",FALSE,"","","","","tracked, clean",2362,TRUE
